"Менеджер","Контрагент","Итого","cnt_first","cnt_second"
Антоненко Ольга Александровна,БрагинЭнерго АО (РОССИЯ),870.00,0,1
Грозова Лариса Николаевна,"ООО КБ ""Алжан""",5024.64,1,0
Леонов Евгений Николаевич,ВеткаЭнерго ООО (БЕЛАРУСЬ),8876.28,1,1
Антоненко Ольга Александровна,КостюковичиФарма ТОО (КИРГИЗИЯ),1155.00,0,1
Самбурова Ольга Владиславовна,ГанцевичиИнновации АО (ГРУЗИЯ),433147.85,2,4
Рудова Евгения Константиновна,ГлубокоеТех ООО (БЕЛАРУСЬ),212629.18,1,1
Белозерский Денис Александрович,БЕТА-МАШ ООО,124744.30,3,1
Белозерский Денис Александрович,ЭТА-ПРОД ООО,598851.72,5,5
Самбурова Ольга Владиславовна,СевернаяОсетияМаш АО (РОССИЯ),46213.79,1,0
Самбурова Ольга Владиславовна,КабардиноБалкарияЭкспорт ТОО (КИРГИЗИЯ),182013.12,1,2
Белозерский Денис Александрович,ОМЕГА-СТРОЙ ООО,521849.91,4,1
Лавар Владимир Игоревич,РО-КОМ ООО,230005.94,1,1
Белозерский Денис Александрович,ЕВРОПА-ТОРГ ООО,89749.26,3,0
Махоткина Ирина Юрьевна,КостюковичиСтрой ТОО (БЕЛАРУСЬ),214701.62,1,0
Антоненко Ольга Александровна,ЧечерскКонсалт АО (ГРУЗИЯ),3588.95,1,0
Катынкина Елена Александровна,МарийЭлТех ООО,2007.36,1,0
Грозова Лариса Николаевна,"КАО ""АЗОТ""",465469.02,3,0
Лавар Владимир Игоревич,ЕнисейКом АО (УКРАИНА),79028.66,2,4
Кузьмин Игорь Дмитриевич,ЛиозноТех ООО (БЕЛАРУСЬ),3824.42,0,1
Махоткина Ирина Юрьевна,ХотимскЭнерго ТОО (БЕЛАРУСЬ),10242.72,1,0
Самбурова Ольга Владиславовна,ЛяховичиКом АО (РОССИЯ),42120.00,1,0
Антоненко Ольга Александровна,ХотимскЭнерго ТОО (ТУРКМЕНИСТАН),72918.33,4,2
Леонов Евгений Николаевич,ЛепельЛогистика АО (БЕЛАРУСЬ),22572.00,1,0
Кузьмин Игорь Дмитриевич,ТуровПроект АО (БЕЛАРУСЬ),9450.18,1,0
Самбурова Ольга Владиславовна,ОктябрьскийФарма АО (УКРАИНА),6132.00,0,1
Белозерский Денис Александрович,ЭПСИЛОН-ПЛЮС ООО,154156.50,1,0
Лавар Владимир Игоревич,НЮ-ПРОД ООО,175854.99,6,3
Рудова Евгения Константиновна,МогилевСервис АО (БЕЛАРУСЬ),52272.57,0,2
Белозерский Денис Александрович,КСИ-ПЛЮС ООО,12630.96,0,1
Любецкая Юлия Михайловна,ДонецкФарма ТОО (КИРГИЗИЯ),20412.00,1,0
Антоненко Ольга Александровна,ИНТЕР-ЛОГИСТИК ООО,15444.00,1,0
Самбурова Ольга Владиславовна,БраславИндустрия ООО (БЕЛОРУСЬ),183167.62,2,3
Лавар Владимир Игоревич,ПСИ-СТРОЙ ООО,256817.64,4,3
Самбурова Ольга Владиславовна,БорисовТранс ООО (АЗЕРБАЙДЖАН),38455.84,1,1
Грозова Лариса Николаевна,"АО ""АВИАКОМПАНИЯ ""ВОСТОК""",62330.57,1,1
Белозерский Денис Александрович,НИЖНИЙ НОВГОРОД ООО,67135.25,1,1
Леонов Евгений Николаевич,КраснопольеСервис АО (БЕЛАРУСЬ),101818.81,3,0
Кузьмин Игорь Дмитриевич,ГлускЭкспорт ТОО (БЕЛАРУСЬ),44335.18,1,3
Антоненко Ольга Александровна,ТИТАН-МАШ ООО,33438.00,1,0
Самбурова Ольга Владиславовна,ХойникиФарма АО (УКРАИНА),1039.03,0,1
Антоненко Ольга Александровна,ХойникиФарма АО (УКРАИНА),3625.87,0,1
Мусина Елена Константиновна,ЛьвовКом АО,5082.98,1,0
Махоткина Ирина Юрьевна,ХотимскЛогистика АО (БЕЛАРУСЬ),9730.32,1,0
Лапаткова Мария Александровна,ОсиповичиПроект АО (БЕЛАРУСЬ),989564.43,6,4
Нечесова Наталья Валерьевна,ОМЕГА-КОМ ООО,1725165.29,3,2
Лавар Владимир Игоревич,КАППА-КОМ ООО,6284.24,2,1
Лавар Владимир Игоревич,ОМИКРОН-МАШ ООО,15319.57,2,2
Белозерский Денис Александрович,ИПСИЛОН-МАШ ООО,310651.58,3,0
Белозерский Денис Александрович,ХОЛМ-ТЕХ ООО,904.70,1,0
Кузьмин Игорь Дмитриевич,ГоркиТрейд ООО (БЕЛАРУСЬ),6941.47,1,0
Кузьмин Игорь Дмитриевич,ВеткаЛогистика АО (БЕЛАРУСЬ),151192.44,0,2
Грозова Лариса Николаевна,АстраханьЛогистика ТОО,6636.17,1,0
Белозерский Денис Александрович,НЮ-ТОРГ ООО,48926.81,4,3
Белозерский Денис Александрович,ПСИ-ЭНЕРГО ООО,36052.38,1,1
Самбурова Ольга Владиславовна,ШымкентТрейд АО (ГРУЗИЯ),157836.35,1,1
Белозерский Денис Александрович,ГЛОБУС-ТРАНС ООО,26164.29,1,0
Белозерский Денис Александрович,ТЕТА-КОМ ООО,17179.14,1,1
Белозерский Денис Александрович,ГАЗ-ПРОМ ООО,169973.33,4,2
Белозерский Денис Александрович,ЕНИСЕЙ-ПРОД ООО,25804.46,1,0
Антоненко Ольга Александровна,ИвановоТех ООО (ТАДЖИКИСТАН),33218.14,0,1
Самбурова Ольга Владиславовна,АтырауИндустрия ООО (БЕЛОРУСЬ),138661.62,1,0
Мусина Елена Константиновна,НаровляИндустрия ООО (БЕЛАРУСЬ),17559.45,1,0
Катынкина Елена Александровна,КрымЛогистика ОАО,2878.20,1,0
Кузьмин Игорь Дмитриевич,КраснопольеКом ТОО (БЕЛАРУСЬ),4212.00,1,0
Грозова Лариса Николаевна,ПермьЭнерго ООО,1869.62,1,0
Белозерский Денис Александрович,ТЕТА-ПЛЮС ООО,158473.04,4,4
Леонов Евгений Николаевич,РоссоныЭнерго ООО (БЕЛАРУСЬ),778989.62,2,2
Лавар Владимир Игоревич,ПавлодарМед АО (УКРАИНА),38748.07,0,1
Белозерский Денис Александрович,ЛепельФарма АО (БЕЛАРУСЬ),3106444.87,5,2
Махоткина Ирина Юрьевна,КричевКом ТОО (БЕЛАРУСЬ),154108.79,1,1
Грозова Лариса Николаевна,"АО ""АЗОВМЕЖРАЙГАЗ""",18750.38,0,1
Белозерский Денис Александрович,ЛюбаньПроект АО (БЕЛАРУСЬ),22050.84,1,0
Антоненко Ольга Александровна,"АО ""АВИАКОР-АВИАЦИОННЫЙ ЗАВОД""",1481093.76,6,5
Белозерский Денис Александрович,ПИ-КОМ ООО,134310.86,2,0
Самбурова Ольга Владиславовна,МстиславльФарма ТОО (КИРГИЗИЯ),816756.89,3,5
Белозерский Денис Александрович,ЭКО-СТРОЙ ООО,361018.69,1,1
Белозерский Денис Александрович,ЕВРАЗИЯ-ПРОД ООО,209795.58,5,2
Кузьмин Игорь Дмитриевич,ДубровноФарма ООО (БЕЛАРУСЬ),2239.16,1,0
Грозова Лариса Николаевна,"ПАО ""АГРЕГАТ""",12668.40,1,0
Грозова Лариса Николаевна,ЭтнаЭнерго ООО,1500.24,1,0
Кузьмин Игорь Дмитриевич,ИвановоСтрой АО (БЕЛАРУСЬ),8764.80,0,1
Кузьмин Игорь Дмитриевич,КраснопольеИнвест ООО (БЕЛАРУСЬ),14770.14,0,1
Белозерский Денис Александрович,КАППА-ЭНЕРГО ООО,289249.35,1,1
Белозерский Денис Александрович,ОршаКонсалт АО (ГРУЗИЯ),3020477.88,6,2
Самбурова Ольга Владиславовна,ГанцевичиЭкспорт ООО (УЗБЕКИСТАН),165491.83,2,3
Антоненко Ольга Александровна,ВитебскИндустрия ООО (БЕЛОРУСЬ),18443.83,2,2
Антоненко Ольга Александровна,КАПИТАЛ-ИНВЕСТ ООО,1950.00,0,1
Антоненко Ольга Александровна,ЖодиноЛогистика ООО (БЕЛОРУСЬ),2800.00,1,0
Самбурова Ольга Владиславовна,МстиславльИнновации ООО (АЗЕРБАЙДЖАН),6318.00,2,0
Самбурова Ольга Владиславовна,КурскФинанс ООО,25724.85,4,2
Самбурова Ольга Владиславовна,ПолоцкКом ТОО (ТУРКМЕНИСТАН),19297.80,0,1
Мусина Елена Константиновна,ОсиповичиМед ТОО (БЕЛАРУСЬ),95024.59,1,0
Леонов Евгений Николаевич,СтолинМед ТОО (БЕЛАРУСЬ),9916.80,1,0
Белозерский Денис Александрович,ФИ-ИНВЕСТ ООО,40066.90,1,1
Самбурова Ольга Владиславовна,ШкловФинанс ООО (БЕЛОРУСЬ),56052.00,2,0
Рудова Евгения Константиновна,МстиславльИнвест АО (БЕЛАРУСЬ),5140.80,1,1
Антоненко Ольга Александровна,КостюковичиМед ООО (УЗБЕКИСТАН),54155.92,2,1
